userName,content,score
Vivi Mayla,Kenapa tidak bisa transfer ke virtual account ?? Minta tolong konfirmasinya mengenai transfer ke virtual account,5
Zen Alhaji SB,sangat memudahkan,5
Azmi Nurdin,"Mohon perbaiki segera, krna ini applikasi selalu nge lag, gak bisa dibuka. Bahkan sering close sendiri. Apalagi setelah di update malah gak bisa dibuka sama sekali...Maaf saya kasih bintang 1",1
Sulaiman Rasyid,Skrg ini stlah diupdate saya tidak bisa menggunakan Octo click lagi alasannya perangkat tidak memadai Masa setiap update harus ganti hp Dulu lama sudah pakai Octo click tidak masalah Mohon maap saya kasih bintang 2 saya Tarik lagi bintang 5 nya Karena saya sebagai nasabah tidak dapat menikmati fasilitas Octo click,2
Sopiah EF Hutahuruk,Ini kenapa setelah di-update kenapa ga bisa diakses Tanya cs dibilang hp nya kurang canggih Alasan hp kurang canggih sebelum2 nya sebelum di-update lancar Susah begini ceritanya CIMB ga perhatiin kenyamanan nasabahnya,1
Nurdin Nurdin,Apa sudah di perbaiki. Suka keluar sendiri.,3
adi wijaya,"ini app sampah ya??rugi saya gunakan ini app,,sama sekali tidak bisa di gunakan",1
titis bear,So far so good,5
Dedi Junaedi,"Mau login tapi gak bisa,,,malah minta passcode ,,kirim ulang passcode tapi gak muncul2 passcode nya gak tau main ke mana passcode nya..mana lagi darurat lagi",2
handayani hadiyat,"Aplikasi super keuangan yang paling lengkap dan ga ribet, cukup pake 1 aplikasi ini aja, semua transaksi beres!",5
fy youdhay,"Makin parah dan ancur. Aplikasi Tidak bisa digunakan,",1
Desi Irianti Kamil,"Baru kemarin upgrade, bukannya makin bagus pelayanannya malah makin jelek. Baru buka aplikasi belum sempet login eh udah keluar sendiri. GIMANA SI INI",1
Suka Suka,"Udh di update tapi masih sja tidak di buka, di bilang HP gw udah di Root lah. Percuma lu update tapi tetap TIDAK BISA DI BUKA",1
Muhammad Riko,"Makin buruk aplikasi nya, ntuk membuka aplikasinya aja selalu keluar sendiri,. Harus berkali x buka aplikasi baru bisa login, Sering keluar sendiri,",1
Santoro,Aplikasi ngeleg mulu cape bikin stress aja pas ada transaksi urgent malah bikin pusing,2
Sigit sugianto,Lumayan cukup membatu tp klu BS untuk tf.ya di perkecil,5
Endang Sumabyoring,Bgs bgt semua pada nanya gambarnya,5
Sandhy Yudha Febriyanto,"Mohon ditingkatkan lagi performa layanan octo mobilenya, terima kasih",5
Gaming Gamong,Potonganya kemahalan masa 20 ribh lebih,1
Manarul Hidayat,Kenapa saya tidak dapat log in padahal saya sudah benar id nya,1
Astral Guardian,"Aplikasi eror, tidak bisa dibuka",1
Ramdan Adnan,Good,5
hary ihram muhammad,Mudah Cepat praktis,5
Aris Rahayu,Kecewa aku sebagai pengguna TF gagal ke shopeepay masa lama dibalikin ya pas lagi butuh ya itu uang di email harus nunggu sampai 10 Oktober udah 2x ini kejadian gini,3
Hairudin Nor,Mantap,5
Herman T GHO,Semoga tambah sukses . Lebih baik lagi . .,5
Alifia Rahmika,"Bagaimana si ini Octo, masa transfer ke rekening si penerima ga masuk-masuk si padahal no rekening si penerima udh bener,apa emng begini ya ga langsung smpe.. Bru kali ini transfer pke aplikasi mobile kualitas nya agk susah... Mohon kejelasan nya dong.....",2
fachri akmal,Jauh lebih baik,5
Ahmad Indrayani Wijaya,"Kecewa banget masa dari tadi saya mau masuk tapi gagal mulu, padahal saya sudah ikutin petunjuknya",1
Muhammad ALfaid,Apl bagus,5
Setyo Yudha Pratama,Cukup baik,5
Yaqin Ainul,Mau di upgrade kayak apapun tetep loading ngelag 🤣,1
George Papi,Aman dan praktis,5
Yumine Yupina,"Baru pertama pake kan ya, di bikinin Ama perusahaan kan ya, di suruh ganti pin, ok tak ganti ehh gak bisa pake pin yang biasa aku pake alhasil ya udah pake nomor kesukaan aja, pas mau transfer di suruh masukin salah satu angka yang ada di pin, sini klik udah bener malah tetep aja gak bisa masuk sampe ngulang 3 kali akhirnya malah id aku ke blokir, yang harusnya mempermudah malah mempersulit ini mah namanya, lain kali bisa lah pake yang biasa di pake Ama orang mungkin ultah kek apa gitu pin nya",1
Feivel Levi,Memudahkan transaksi di mana pun dan kapan pun,5
AGUS SUPRIYANTO,Aku mendapatkan kemudahan todak ribet jika lupa password,4
Seiful Laif,tlg di perbaiki masa gak bisa masuk saya sdh 2 minggu ini.. tlg di update ulang pembaruannya,1
eva eva,saat login/ dlm aplikasi sering sekali tiba-tiba bug forceclose,3
NURUL ZAMAN,Mudah dan aman..,5
tes okregx,Lemot,1
Darmawan Dadan,"sudah Update ke versi 3.1.04 tapi ttp masih tidak bisa login, selalu crash, close app sendiri. tolong segera diperbaiki",1
Haris Supirman,Mudah,5
Nur Huda,kok jadi gini octo mobile nya....mlah gabisa login dan buat tf pun gabisa..doperbaiki cimb niaga,1
Riyan Tok,gak lagi2 pake apk in masak ggal transfer tap uang jga gk di kembalikan. uang sdikit aj di tilep aplagi klo bnyak... udah kapok guwa,1
parlaungan hutabarat,Bagus utk aplikasi keuangan,5
Dwi Kurniawan,So far pakai octo mobile baik baik saja ngk ada masalah.,5
IndraMahendra,"Alhamdulillah Ya Allah, berguna banget. Terima kasih.",5
Wong Pitu,Masih banyak bug,4
muhammad hafis,semenjak di perbarui xiaomi not 9 pro tidak bisa di akses aplikasi cimb niaga mobile bangking anehh,1
Ridho PRatama Wijaya,fast respon,5
Sohmad Aji Purnomo _Taarum Barat,"Mempermudah pengguna, Mantapp",5
Lutvi Silviyani,Sangat mudah dan simpel saat digunakan,4
My Maxim,"Kok ga masuk2 otp passcode nya sih, sampe sampe dilimit ga bisa login",1
ardian mustafa,"Setelah bbrp hari lalu update, bisa buat transfer dll Hari ini mau transfer eh ndak bisa Selalu keluar notifikasi null Gimana ini.....hrs mengadu kemn",1
Muhammad (Anjas),"Kartu kredit pengganti saya gak masuk di octo mobile, gimana ini? Padahal masih ada outstanding 😌",2
Sandi Kesha,Aplikasi sering force close di handphone xiaomi redmi note 10 pro,2
Rizal Marelta,"hp support sinyal bagus aplikasi nya emang agak aneh, respon nya kurang sekali, sering ""tidak dapat terhubung"" kecewa sih , semoga kedepannya segera diperbaiki",1
Mhd Huda (Hud hud),Saya barusan transaksi nominal 3 juta keterangan berhasil saya ngirim ke BCA tapi cek saldo tidak ada saldo saya kepotong,4
RADEN,Mantap trsksi lancar jaya,5
niroh Kuphle,Bapuuuk euy .... Setiap mau buka mbanking selalu kembali lagi... percuma bgt download ...,3
Robby Khandiawan,Terimakasih akhirnya bak virusnya sudah teratasi,5
Arsyilla Si cantiik,"Saya tidak bisa masuk apk pdahal jaringan stabil sudah hapus chace sudah instal ulang sudah restart hp ttp g bisa masuk padahal lagi urgent banget,, tlp cs buang2 pulsa doang",1
Maz Nino,Kenapa abis di updet eror gak bisa buka aneh banged tolong dong ngebug mulu forsclose.,1
Venansius Handoko,Cras terus versi baru mohon update lagi,1
nike setia rini,Tolong donk jgn update terus terusan Ngeblank terus ini hp,5
Sakira Larasati,Kirain saya saja yg mengalami susah login Octo mobile. Eh ternyata semua nasabah alasan nya kenapa yah????? Tolong kasih solusi nya,1
hapy chanel,"Aplikasinya kurang memuaskan,,, Di perbaharui bukannya tambah bagus malah tambah arah Baru login udah logout sendiri",1
Sri Yulianti,Udah diupdate tapi tiap mau buka langsung out tanpa ada tampilan login. Tolong segera diperbaiki.,1
Decan Decan,Woii knapa gak bisa di buka aplikasi nya,1
Den Black,"Susah masuk aplikasinya gagal trus,,",2
Hendrik Glory,Aplikasi cimb niaga kluar sendiri gak bisa login...ada apa ya?,1
Ahmad Saripudin,"Saya ga bisa masuk setelah update, yang bener aja lah woy",1
Resty Rosari Anindhita,"setiap mau membuka selalu lambat dan sulit untuk login, agak susah kalau mau transaksi. selalu login tetapi permintaan tidak dapat diproses.",3
isma maulid,"Bener bener menyebalkan mbanking nya.. Koneksi udah bagus , hp sampai direstart bolak balik tpi tetap tidak bisa masuk.. Malah buat log in gk mau",2
Suratno Ratno,Bagus dan mantap,5
Aisyah Channel,Tolong di update segera.ada bug,1
Dean Kharisma,Ada apa dengan Octo mobile gk bisa login,3
Andri Permana,Ini gimana sih ko jadi ga bisa masuk ke octo nya,1
Diana Channel,Habis di update malah gabisa operasional,1
trisna Sutrisna,ini aplikasi hbs di update tidak bisa digunakan.buat buka aplikasi lngsng keluar terus,1
Yatmi Yayat,"ini knapa lagi si ockto mobile baru masuk ,mental lagi mental lagi",1
earlizt erendra,Kenapa pada waktu darurat mau dipake transaksi malah nge lag sihhh🙈,1
Andry Rain,Habis update malah gk bisa,1
New Syne,"Ini kenapa aplikasi nya ga bisa di buka, selalu force close terus? Hadehhhhh makin kesini makin aneh nih apk CIMB cacad banget. HP saya poco F5",1
Andy Pendeks,kog dari tadi nggak bisa dibuka piye to ikih min...min...,1
Nanang Sanjaya,Stelah update kok auto close ya .. gak bisa buka app nya sll auto close.,1
Boygunawan. Sitorus,"Kenapa sore ini,29/09/2023.tiba2 tidak bisa masuk.di update malah tetap sama.tidak bisa masuk. Kenapa ya?",3
Bayu Anggara,masuk malah keluar2 dihapus aj app nya ngak fungsi,1
Fikri Kairul insan,"Apaan abis update skrng malah GK bisa kebuka hadeh kaga niat muasin costumer parah"" pake cimb mobile ini selalu bapuk pas lagi ad kebutuhan selalu kendala dari aplikasi GK jls",1
Awang Izzul Haqq,"Ini kenapa gak bisa masuk, baru di update,,, coba penjelasan nya,,",1
Faridz Ahmad,"Tidak bisa masuk aplikasi, setiap buka aplikasi langsung keluar",1
Unus Ibrahim,"Part 2. Sudah Ganti HP baru, tetap saja aplikasinya gak bisa dipakai. Apakah musti ganti bank? ------------------------------------------------------- Part 1. CIMB Niaga Aplikasinya abal abal, setelah diupdate malah tidak bisa digunakan. Lebih baik jangan minta diupdate jika hasilnya merugikan customer. Pecat aja orang IT yg merugikan perusahaan.",1
Muhammad Andi,Ka baru update aplikasi gk bisa di gunakan mental buka tutup tolong di perbaiki,5
Zul Azwar,Semoga amanah dan proses cepat,2
kiddoz aje,Setelah di update makin hancur... Mau masuk aplikasinya g bisa.. Selalu keluar sendiri/ force close.. Padahal sudah memakai hp dengan spek tinggi..,1
Erna Susilowati,"Sekarang susah untuk di gunakan, maaf kita beralih ke cashless yang lebih simpel saja. Bye bye cimb",1
Ferdinal Syam (InaL),"Netral saja karena Aplikasi juga agak sedikit lambat dan suka ngelag ... Terima Kasih Saya Kurangin Bintangnya, karena sekarang habis di Update malah gak bisa dibuka dan selalu ada bacaan... Mohon Maaf, saat ini Perangkat anda belum dapat digunakan untuk mengakses OKTO MOBILE, Info Lebih Lanjut: 14041 Padahal sebelumnya bisa tapi sekarang tidak bisa karena habis di Update, Tidak Jelas yaa...",1
Dede Suparji,octo mobile versi baru jadi lelet,5
Sahibul Kahfi,sangat bagus,5
Seto Pambudi,"Suka nge lag, dan saat log in apk nya sering terjadi log out dengan sendirinya",3
iqbal hardian,Mempermudahh,5
Awve Project,"Sudah komplain via email, sudah menunggu 1 bulan tapi kenapa aplikasi di Hp saya tetap force close terus, sangat tidak nyaman, seperti tidak ada tindakan",1
Rudi Ansyah,Bagus dan cepat,5
Subur jaya Tahu,Mantap bosku nyaman pisan euy pake octo cimb niaga,5
Mustika Weni,"Sangat membantu,terimakasih cimb",5
Boston Sinaga,"User interface kurang untuk penampilan saldo, jadi agak bingung saat diawal",4
Muhammad Arif,"Sudah bolak balik instal tetep juga gak bisa... Sudah Di @mail juga masih tidak bisa,, mohon penjelasan nya trimakasih",1
Lutpi Hermawan,Nawarin pinjaman tiap harii kaya bank elit tapi ngurus aplikasi sulit . . . Cuaxxxsss..... .,1
Untung Saputra,Saya suka bisa cepet prosesya dan banyak bonus ya. Tp tolong dong xtra kasbonya ditambahin jgn 600 trus...,5
Ahmad Fauziwibowo,Biarkan bintang yg berbucara,4
Heru Nize,Octo gmna sih sya GX bsa transfer uang karna gajian ada di Octo mobile ATM sya hilang Knpa iniiiiiiiiiiii,1
Moh Sobirin,"membantu sekali, memberikan kemudahan untuk nasabah... thanks OCTO, berusaha lebih baik lagi dan lagi...",5
Arif,"Aplikasi mobile banking yang simple, trendy, hampir semua jenis transaksi bisa. Hanya sedikit catatan: Bayar indihome belum bisa. Isi token PLN biaya adminnya diatas umumnya, yg laen 2.500 octo mobile 3.500?? Itu aja...yang laennya udak OK",5
ellio albara,Banyakin promo baru mantab,5
Yani Pujiastuti,Sip..lancar aman nyaman,5
Rizal Fadhil,"buka rekening tabungan via online termasuk mudah kendala : pas HP di reset suruh login lagi, proses nya ribet, di suruh masukin nomor kartu, sedangkan kartu digital hanya ada no rekening saja, kartu fisik juga ga dikirim kirim ke alamat rumah, padahal janjinya 14 hari kerja stlh pembukaan rekening, telpon customer service juga percuma, tetap suruh nyetak kartu fisik dulu ke bank, pengecekan proses buka rek online nya masih jelek, kartu tidak di kirim tapi tidak ada tnk lanjut, jd ttp hrs k bnk",1
Akbar Tiara,Lancar,5
Ameliana Ayu,"Untuk aplikasinya tolong segera diperbaiki.. setelah diupdate malah jadi susah banget mau login, keluar terus jadi repot",1
M Alfarizh,"sayaa masuk ke octo mobile keluar mulu, awal menggunakan octo sudah lamaa dan aman-aman saja, saat updet octo aplikasinya tidak bisa di gunakan.",2
Suryadi Ilham,"Balikin aja ke versi 2.9 ( makin di update, makin gak beres ni aplikasi )",1
M_ BUDI,Baik,5
komarudin bandit,Good,5
Fian Fian,Mantapp,5
Jhzundt Prillia,Semakin mudah,5
Joko Wahyu Widodo,"tambah parah aplikasi ini.. ,kmrn"" masih mending ...habis update malah *mengecewakan*...,muncul notif perangkat yg diroot / jail break apa ...mbuhlah istilahnya....dan yg skrg habis diupdate lg malah yg muncul *permintaan tdk bisa diproses*😡...,pdhl didiskripsi aplikasi tertulis dgn sangat jelas aplikasi bisa digunakan diperangkat anda dan kompatible dgn perangkat anda, kl begini yg gebleg aplikasi apa perangkatnya ...??!!! * Jal Dipikir* * Saiki Jamane Online* *......*",1
Satrio Fuadi (Mas Dodi),Kenapa Aplikasi saya saat dibuka selalu gagal padahal tadinya bisa tidak ada masalah? mohon bisa memberikan penjelasan? Saya menggunakan Android Oppo A5 2020,2
Otniel Loiwatu,Terima kasih Octo mobile transaksi nyaman muda dan cepat,5
Lukman Nur Hakim,CIMB NIAGA mobile buuuuruuuuuuk Keluar melulu naik versi bukan bagus pelayanannya malah buruk Bikin naik darah orang aja,1
Amin Waluyo,Ok,5
Ais Kazzra,Octo mobile semoga semakin baik dan sukses... 👍👍👍,5
Irwan Ar Rasyid,Sangat memudahkan saya bertransaksi perbankan dimana saya berada.,5
RIANA DEWI ARDIKAYAMI,"APK NYA BENERIN BOSKU , SERING FORCLOSE , NOTIF NULL , BUG NYA GMN NIH TEAM APLIKASI",1
Arya Aziz,Baik,5
RayDhaf Utomo,Ok,5
Ustad Khotib,Miin miin,5
Deni,Apakah octo lg error?,4
Dinar Bakkara,"Kenapa sih sekarang pake octo mobile sering tdk bisa login berulang kali,mau pake QR harus nunggu lama",1
andi priyanto,Good,5
kris lidyanto,"bank payah rugi hbis tf 40k mau ditarik di tf gak bisa ,sangat tidak di sarankan tetap bank seabank terbaik",1
Usa Firmansyah,Mantap,5
Didik Purniawan,Semenjak habis update tambah gak jelas gak bisa di buka lah sekali bisa di buka mau buat tranfer malah keluar keluar sendiri tolong dong segera di perbaiki tambah gak nyaman aja pakai cimb niaga,1
Erlan Kumank,Sangat membantu,5
Winda Juliana,"udh ber bulan bulan ga bisa dipake, stiap login pasti eror. Gabisa dipake sm sekali, percuma harus ke ATM juga mending uninstall aja.",1
Mdjoni Tpi,Kalau hp lama di reset dan data di hapus harusnya data hilang.ini malah data masih tersimpan.dan untuk login hp baru malah tidak bisa login.tlp 14041.jawaban disuruh masuk kan 16 dijid terus menerus sampai pulsa terus.apa gak ada tlp gratis.lewat wa atau apa.ya kalau ada pulsa dan kita butuh sekali.tolong.kita pengguna aktif karena di grab kita pakainya cimb.dari mulai keluar grab sampai sekarang cimb saya pakai.mohon di perhatikan,1
Andree Uya,Mantapppp....,5
Andhika Satria Prayoga,"Udah login malah logout sendiri, mana pas masuk lagi kode otp nya gak muncul muncul",1
Rivan Roesginanto,Sangat mudah untuk bertransaksi,5
Baskoro Unggul,good job,5
Yudi Setiyawan,Jelek.. Super parah.. Mau login aja susahnya minta ampun..,1
Muhamad Subur (Muhamad subur),Ok good job,5
Yusuf purnomo,"Layanan oke, Cepat",5
Andri Santoso,Okkeee prodakk baiiik,5
Fajar Agus Wijaya (fajaraw96),Octo Now Best Better! Pertahankan..,5
Icha Aisyaturrido,"Kecewa bgt Pelayanan buruk si ini 1. Beli token saldo kepotong tp no meter gak keluar, klaim selama 10hari (sangat gak membantu misal kalo org uangnya pas2an masa mati lampu 10hari gara2 cimb) 2. Transfer bifast lagi urgent buat bayar yg jatuh tempo nominalnya besar 4jt lebih harus nunggu 8hari(CIMB mau gak bayar denda keterlambatan saya karena uang ketahan Ampe lama bgt, transfernya hitungan detik balikinnya lebih dari seminggu keterlaluan sih ini)",1
RENTAL KAMERA PUSAT KOTA,Aplikasi bank sampah kebanyakan erorr. Mau TF mindah gajiku ke BCA gak bisa di persulit alasan eror dan lain2.,1
santie dimaz,Ok pratis smua transaksi,5
Yudi Sumakso,kenapa sih mau login gak di kirim pascode apa maksud dan tujuan aplikasi ini. kalau pelanggan gak bisa login ke akunya sendiri kan ANEH!!!,1
rahmat riduwan,Bagus,4
Karjo Dinoyo,Ini buka aplikasi koq ke direct web ultah niaga terus ya??,2
firman firmansyah,Membantu,5
Riki Hanafi Riki Hanafi,"Bermanfaat baget, tp kenapa masih keluar masuk terus ya, padahan sudah di perbaru'n apl nya",5
Yudia Lestari,Sangat sulit menerima kode otp nya..pulsa udh ada..nomor benar..bahkan baru bikin pisan rekeningnya..userid udh ada..tinggal otp nya yg sangat sulit . tolong di perbaiki..kalah sama bank bank yg lebih di bawahnya..,1
Rahmat 1808,Mantap,5
surya pratama,Aplikasi top,5
Sugianto,"aplikasi aneh, dari rekening ponsel mau upgrade tapi ga bisa, telpon c.s katanya suruh datang ke kantor, lha kantornya ga ada, wkwk",1
Sahronih Sahronih,BAnget ok sih,5
tang DJ,"Mohon penjelasan y. Masa mau online pun susah selalu kendala pass code engk ada,sellu udah terkirim tapi engk ada apa""",3
M Roni,oke mantul akses mudah,5
Wahyu Id,"Eror mulu, bank mobile sangat tidak berguna",1
Fatoni Kurniawan,Habis pembaharuan malah sering nge-lag..perbaiki juga bug bug nya,2
rama doank,Tolong d perbaiki ko cuma bisa pake wifi tp internet biasa ga bisa sih??,3
Yuda Franata,Mba klo mau ngelapor penipuan cimb niaga gimana ya. Ada oknum yg nipu pake rek cimb niaga,5
mau mau,sangat membantu,5
Eri Saputra,Mantap,5
Oktavia Nurfadilah,"banyak lag, udh login malah logout",1
Rita Joelian,"CILTAP DAN PAYMENT ACCELERATED ??? HATI2 DENGAN KARTU KREDIT Saya di tagihan okt 23 ditagih dengan kalimat cimb niaga sendiri yang tidak ada bukti transaksinya. Sudah saya kasih pembuktian lewat email dan sdh dibalas bahwa ""tagihan sudah sesuai"" Hal tsb berawal dari belanja di shopee dimana saat itu sy kena pembatalan otomatis dr sistem shopee krn barangnya kosong dan cimb sendr sudah terima dana pengembalian dari shopee dan sudah diakui jg oleh cimb niaga. Aneh ya???",1
S. PRY,Super jet cepat mudah,5
Anggrah Purwadi,"Selalu force close setiap kali login, gitu2 aja masalahnya ga bener2 dari jaman jebot",1
Wahyu K,Nice apk,5
ochyt alif,Simple,5
Natal Saragih,Good,5
Ace Eca,The best,5
Gery Morin,"semakin baik, mohon dipertahankan dan ditingkatkan",5
ORDEROKEJAKARTA,"Parah udah 10x kode otpnya nga keluar2. Habislah pulsa. Makan pulsa ya, kemana kode otpnya.",1
Dede Kurniawan,Ok ok ok,5
Suyatno Yatno,"Sy heran padahal byk komplain setelah update TDK BS di buka karena versi naik,hp TDK support..bla bla tp jwbnya tlpn2 .kalian bisa bikin aplikasi tp nda BS paham chat keluan nasabah dungu amat sie kalian",1
angin Art,Selama bersama octo blom prnah ada masalah....mantappppp,5
gia carya,Okokok,5
imam Pw,Mantap dah,5
Abdul Dedi H,Jelek gak jelas banget,1
Inyoman Sujana,Ok,5
zulkarnain “zulkarnain” ari,mantap markotop,5
Desi Ratu Sapitri,Aplikasi ini bikin kesel trs bintang 1,1
